%Data collected from Android phone

@RELATION phone

%Battery
@ATTRIBUTE Batt_Voltage  		NUMERIC
@ATTRIBUTE Batt_Temp  			NUMERIC
@ATTRIBUTE Batt_Percent_Level   NUMERIC

%Network
@ATTRIBUTE Local_TX_Packet_Delta	NUMERIC
@ATTRIBUTE Local_TX_Byte_Delta   	NUMERIC
@ATTRIBUTE Local_RX_Packet_Delta  	NUMERIC
@ATTRIBUTE Local_RX_Byte_Delta   	NUMERIC
@ATTRIBUTE Mobile_TX_Packet_Delta  	NUMERIC
@ATTRIBUTE Mobile_TX_Byte_Delta   	NUMERIC
@ATTRIBUTE Mobile_RX_Packet_Delta  	NUMERIC
@ATTRIBUTE Mobile_RX_Byte_Delta   	NUMERIC

%Memory
@ATTRIBUTE Memory_Available  	NUMERIC
@ATTRIBUTE Memory_Percentage   	NUMERIC

%CPU
@ATTRIBUTE Load_Avg_1_min	NUMERIC
@ATTRIBUTE Load_Avg_5_min  	NUMERIC
@ATTRIBUTE Load_Avg_15_min  NUMERIC
@ATTRIBUTE Running_Entities	NUMERIC
@ATTRIBUTE Total_Entities   NUMERIC

@ATTRIBUTE Class        {Normal,?}


@DATA
3684,276,0.23,0,988732,0,0,0,0,0,0,140,0.17762142,1.67,1.54,1.74,1,995,?
3684,276,0.23,0,988732,0,0,0,0,0,0,144,0.18227437,1.79,1.57,1.75,1,986,?
3684,276,0.23,0,988732,0,0,0,0,0,0,145,0.18385331,1.82,1.58,1.75,2,986,?
3669,274,0.22,0,988732,0,0,0,0,0,0,145,0.18393719,1.77,1.58,1.75,1,986,?
3669,274,0.22,0,988732,0,0,0,0,0,0,145,0.1837645,1.72,1.57,1.75,1,986,?
3669,274,0.22,0,988732,0,0,0,0,0,0,145,0.18369049,1.61,1.56,1.74,1,986,?
3669,274,0.22,0,988732,0,0,0,0,0,0,145,0.18414937,1.52,1.54,1.73,1,986,?
3669,274,0.22,0,988732,0,0,0,0,0,0,145,0.18422832,1.44,1.52,1.72,1,986,?
3669,274,0.22,0,988732,0,0,0,0,0,0,145,0.1841543,1.37,1.5,1.72,1,986,?
3685,272,0.22,0,988732,0,0,0,0,0,0,145,0.18400627,1.54,1.54,1.73,1,986,?
3685,272,0.22,2,988901,1,81,0,0,0,0,145,0.18379411,1.45,1.52,1.72,1,986,?
3685,272,0.22,0,988901,0,0,0,0,0,0,145,0.18364608,1.38,1.5,1.71,1,986,?
3685,272,0.22,0,988901,0,0,0,0,0,0,144,0.1831428,1.72,1.57,1.73,1,986,?
3685,272,0.22,0,988901,0,0,0,0,0,0,144,0.18315266,1.61,1.55,1.72,1,986,?
3685,272,0.22,0,988901,0,0,0,0,0,0,145,0.18318227,1.51,1.53,1.71,1,985,?
3683,271,0.22,0,988901,0,0,0,0,0,0,144,0.18307371,1.43,1.51,1.71,1,986,?
3683,271,0.22,0,988901,0,0,0,0,0,0,144,0.18297996,1.37,1.5,1.7,1,986,?
3683,271,0.22,0,988901,0,0,0,0,0,0,144,0.18285167,1.7,1.56,1.72,1,986,?
3683,271,0.22,0,988901,0,0,0,0,0,0,144,0.18275793,1.59,1.54,1.71,1,986,?
3683,271,0.22,0,988901,0,0,0,0,0,0,144,0.18252108,1.5,1.53,1.7,1,986,?
3683,271,0.22,0,988901,0,0,0,0,0,0,145,0.1831872,1.42,1.51,1.69,1,986,?
